216	B82	251
217	B84	251
218	B850	-1
219	B852	-1
220	B854	-1
221	B856	-1
222	B858	-1
223	B86	251
224	B860	-1
225	B862	-1
226	B88	251
227	B9	268
228	B90	251
229	B900	-1
230	B902	-1
231	B904	-1
232	B906	-1
233	B908	-1
234	B910	-1
235	B912	-1
236	B914	-1
237	B916	-1
238	B918	-1
239	B92	251
240	B920	-1
241	B922	-1
242	B924	-1
243	B94	251
244	B96	251
245	C201	-1
246	C202	-1
247	C203	-1
248	C204	-1
249	C205	-1
250	C206	-1
251	C207	-1
252	C208	-1
253	C209	-1
254	C210	-1
255	C211	-1
256	C212	-1
257	C213	-1
258	C214	-1
259	C215	-1
260	C216	-1
261	C217	-1
262	C218	-1
263	C219	-1
264	C220	-1
265	C221	-1
266	C222	-1
267	C223	-1
268	C224	-1
269	C228	-1
270	C229	-1
271	C230	-1
272	C231	-1
273	C232	-1
274	C233	-1
275	C234	-1
276	C235	-1
277	C236	-1
278	C237	-1
279	C238	-1
280	C351	-1
281	C353	-1
282	C355	-1
283	C357	-1
284	C359	-1
285	C361	-1
286	C363	-1
287	C371	-1
288	C372	-1
289	C373	-1
290	C374	-1
291	C375	-1
292	C376	-1
293	C377	-1
294	C378	-1
295	C379	-1
296	C380	-1
297	C381	-1
298	C382	-1
299	C383	-1
300	C384	-1
301	C385	-1
302	C386	-1
303	C387	-1
304	C388	-1
305	C389	-1
306	C390	-1
307	C391	-1
308	C392	-1
309	C393	-1
310	C394	-1
311	C395	-1
312	C397	-1
313	C400	-1
314	C401	-1
315	C402	-1
316	C403	-1
317	C404	-1
318	C405	-1
319	C406	-1
320	C407	-1
321	C408	-1
322	C409	-1
323	C410	-1
324	C411	-1
325	C412	-1
326	C413	-1
327	C414	-1
328	C415	-1
329	C416	-1
330	C417	-1
331	C418	-1
332	C419	-1
333	C420	-1
334	C421	-1
335	C422	-1
336	C423	-1
337	C424	-1
338	C425	-1
339	C426	-1
340	C427	-1
341	C428	-1
342	C429	-1
343	C430	-1
344	C432	-1
345	C434	-1
346	C436	-1
347	C438	-1
348	C440	-1
349	C442	-1
350	C444	-1
351	C446	-1
352	C448	-1
353	C450	-1
354	C452	-1
355	C454	-1
356	C456	-1
357	C458	-1
358	C460	-1
359	C462	-1
360	C728	-1
361	C730	-1
362	C732	-1
363	C736	-1
364	C738	-1
365	C740	-1
366	C742	-1
367	C743	-1
368	C744	-1
369	C745	-1
370	C746	-1
371	C747	-1
372	C748	-1
373	C749	-1
374	C750	-1
375	C751	-1
376	C753	-1
377	C755	-1
378	C757	-1
379	C759	-1
380	C761	-1
381	C763	-1
382	C765	-1
383	C767	-1
384	C769	-1
385	C800	-1
386	C802	-1
387	C820	-1
388	C821	-1
389	C822	-1
390	C823	-1
391	C824	-1
392	C825	-1
393	C826	-1
394	C827	-1
395	C828	-1
396	C830	-1
397	C832	-1
398	C834	-1
399	EA1	-1
400	EA10	-1
401	EA11	-1
402	EA12	-1
403	EA13	-1
404	EA14	-1
405	EA15	-1
406	EA16	-1
407	EA17	-1
408	EA18	-1
409	EA19	-1
410	EA2	-1
411	EA20	-1
412	EA200	-1
413	EA202	-1
414	EA204	-1
415	EA206	-1
416	EA208	-1
417	EA21	-1
418	EA210	-1
419	EA212	-1
420	EA214	-1
421	EA216	-1
422	EA218	-1
423	EA22	-1
424	EA220	-1
425	EA222	-1
426	EA224	-1
427	EA226	-1
428	EA23	-1
429	EA24	-1
430	EA25	-1
431	EA26	-1
432	EA27	-1
433	EA28	-1
434	EA29	-1
435	EA3	-1
436	EA30	-1
437	EA31	-1
438	EA32	-1
439	EA33	-1
440	EA35	-1
441	EA37	-1
442	EA39	-1
443	EA4	-1
444	EA401	-1
445	EA403	-1
446	EA405	-1
447	EA407	-1
448	EA409	-1
449	EA41	-1
450	EA411	-1
451	EA413	-1
452	EA415	-1
453	EA417	-1
454	EA419	-1
455	EA421	-1
456	EA423	-1
457	EA425	-1
458	EA427	-1
459	EA429	-1
460	EA43	-1
461	EA431	-1
462	EA433	-1
463	EA435	-1
464	EA437	-1
465	EA439	-1
466	EA441	-1
467	EA443	-1
468	EA445	-1
469	EA447	-1
470	EA449	-1
471	EA451	-1
472	EA453	-1
473	EA455	-1
474	EA457	-1
475	EA459	-1
476	EA461	-1
477	EA463	-1
478	EA465	-1
479	EA467	-1
480	EA469	-1
481	EA471	-1
482	EA473	-1
483	EA475	-1
484	EA477	-1
485	EA479	-1
486	EA481	-1
487	EA483	-1
488	EA485	-1
489	EA487	-1
490	EA5	-1
491	EA6	-1
492	EA7	-1
493	EA8	-1
494	EA9	-1
495	EC1	-1
496	EC100	-1
497	EC101	-1
498	EC103	-1
499	EC105	-1
500	EC106	-1
501	EC107	-1
502	EC108	-1
503	EC109	-1
504	EC11	-1
505	EC111	-1
506	EC113	-1
507	EC115	-1
508	EC117	-1
509	EC119	-1
510	EC13	-1
511	EC2	-1
512	EC201	-1
513	EC203	-1
514	EC205	-1
515	EC207	-1
516	EC209	-1
517	EC211	-1
518	EC213	-1
519	EC215	-1
520	EC217	-1
521	EC219	-1
522	EC221	-1
523	EC223	-1
524	EC225	-1
525	EC227	-1
526	EC229	-1
527	EC231	-1
528	EC233	-1
529	EC25	-1
530	EC26	-1
531	EC27	-1
532	EC28	-1
533	EC29	-1
534	EC3	-1
535	EC30	-1
536	EC31	-1
537	EC32	-1
538	EC33	-1
539	EC34	-1
540	EC35	-1
541	EC36	-1
542	EC37	-1
543	EC38	-1
544	EC39	-1
545	EC4	-1
546	EC40	-1
547	EC5	-1
548	EC52	-1
549	EC54	-1
550	EC7	-1
551	EC9	-1
552	ED101	-1
553	ED103	-1
554	ED105	-1
555	ED107	-1
556	ED109	-1
557	ED111	-1
558	ED113	-1
559	ED115	-1
560	ED117	-1
561	ED119	-1
562	ED121	-1
563	ED123	-1
564	ED125	-1
565	ED27	-1
566	ED29	-1
567	ED31	-1
568	ED33	-1
569	ED35	-1
570	EE100	-1
571	EE101	-1
572	EE102	-1
573	EE103	-1
574	EE104	-1
575	EE105	-1
576	EE106	-1
577	EE107	-1
578	EE108	-1
579	EE109	-1
580	EE110	-1
581	EE151	-1
582	EE152	-1
583	EE153	-1
584	EE154	-1
585	EE155	-1
586	EE157	-1
587	EE159	-1
588	EE161	-1
589	EE200	-1
590	EE201	-1
591	EE202	-1
592	EE203	-1
593	EE204	-1
594	EE205	-1
595	EE206	-1
596	EE207	-1
597	EE209	-1
598	EE211	-1
599	EE213	-1
600	EE215	-1
601	EE219	-1
602	EE221	-1
603	EE223	-1
604	EE226	-1
605	EE228	-1
606	EE230	-1
607	EE232	-1
608	EE250	-1
609	EE252	-1
610	EE254	-1
611	EE256	-1
612	EE258	-1
613	EE260	-1
614	EE300	-1
615	EE301	-1
616	EE302	-1
617	EE303	-1
618	EE304	-1
619	EE305	-1
620	EE306	-1
621	EE307	-1
622	EE308	-1
623	EE309	-1
624	EE310	-1
625	EE311	-1
626	EE312	-1
627	EE313	-1
628	EE314	-1
629	EE315	-1
630	EE316	-1
631	EE317	-1
632	EE318	-1
633	EE319	-1
634	EE320	-1
635	EE321	-1
636	EE322	-1
637	EE324	-1
638	EE326	-1
639	EE328	-1
640	EE329	-1
641	EE330	-1
642	EE331	-1
643	EE332	-1
644	EE333	-1
645	EE334	-1
646	EE335	-1
647	EE337	-1
648	EE339	-1
649	EE341	-1
650	EE342	-1
651	EE343	-1
652	EE344	-1
653	EE345	-1
654	EE347	-1
655	EE348	-1
656	EE349	-1
657	EE350	-1
658	EE351	-1
659	EE352	-1
660	EE353	-1
661	EE354	-1
662	EE356	-1
663	EE358	-1
664	EE360	-1
665	EF1	-1
666	EF25	-1
667	EF27	-1
668	EF29	-1
669	EF3	-1
670	EF5	-1
671	EF51	-1
672	EF7	-1
673	EG10	-1
674	EG101	-1
675	EG103	-1
676	EG105	-1
677	EG106	-1
678	EG107	-1
679	EG108	-1
680	EG109	-1
681	EG110	-1
682	EG111	-1
683	EG112	-1
684	EG113	-1
685	EG114	-1
686	EG116	-1
687	EG118	-1
688	EG12	-1
689	EG120	-1
690	EG122	-1
691	EG14	-1
692	EG151	-1
693	EG153	-1
694	EG155	-1
695	EG157	-1
696	EG16	-1
697	EG18	-1
698	EG2	-1
699	EG20	-1
700	EG200	-1
701	EG201	-1
702	EG202	-1
703	EG203	-1
704	EG204	-1
705	EG205	-1
706	EG206	-1
707	EG207	-1
708	EG208	-1
709	EG210	-1
710	EG212	-1
711	EG214	-1
712	EG216	-1
713	EG218	-1
714	EG22	-1
715	EG220	-1
716	EG222	-1
717	EG225	-1
718	EG227	-1
719	EG229	-1
720	EG231	-1
721	EG24	-1
722	EG251	-1
723	EG253	-1
724	EG26	-1
725	EG28	-1
726	EG300	-1
727	EG301	-1
728	EG302	-1
729	EG303	-1
730	EG304	-1
731	EG305	-1
732	EG307	-1
733	EG308	-1
734	EG309	-1
735	EG310	-1
736	EG311	-1
737	EG312	-1
738	EG313	-1
739	EG314	-1
740	EG315	-1
741	EG317	-1
742	EG319	-1
743	EG320	-1
744	EG321	-1
745	EG322	-1
746	EG323	-1
747	EG324	-1
748	EG325	-1
749	EG326	-1
750	EG327	-1
751	EG328	-1
752	EG329	-1
753	EG331	-1
754	EG333	-1
755	EG334	-1
756	EG335	-1
757	EG336	-1
758	EG337	-1
759	EG339	-1
760	EG341	-1
761	EG343	-1
762	EG345	-1
763	EG347	-1
764	EG349	-1
765	EG357	-1
766	EG359	-1
767	EG4	-1
768	EG500	-1
769	EG501	-1
770	EG502	-1
771	EG503	-1
772	EG504	-1
773	EG505	-1
774	EG506	-1
775	EG508	-1
776	EG509	-1
777	EG510	-1
778	EG511	-1
779	EG512	-1
780	EG513	-1
781	EG514	-1
782	EG515	-1
783	EG516	-1
784	EG517	-1
785	EG518	-1
786	EG519	-1
787	EG520	-1
788	EG521	-1
789	EG523	-1
790	EG525	-1
791	EG527	-1
792	EG528	-1
793	EG529	-1
794	EG530	-1
795	EG531	-1
796	EG532	-1
797	EG533	-1
798	EG534	-1
799	EG535	-1
800	EG536	-1
801	EG538	-1
802	EG539	-1
803	EG540	-1
804	EG541	-1
805	EG542	-1
806	EG543	-1
807	EG544	-1
808	EG545	-1
809	EG546	-1
810	EG547	-1
811	EG549	-1
812	EG551	-1
813	EG554	-1
814	EG555	-1
815	EG556	-1
816	EG558	-1
817	EG559	-1
818	EG561	-1
819	EG566	-1
820	EG567	-1
821	EG568	-1
822	EG569	-1
823	EG570	-1
824	EG571	-1
825	EG572	-1
826	EG573	-1
827	EG574	-1
828	EG575	-1
829	EG577	-1
830	EG580	-1
831	EG583	-1
832	EG585	-1
833	EG587	-1
834	EG592	-1
835	EG594	-1
836	EG596	-1
837	EG598	-1
838	EG6	-1
839	EG8	-1
840	EI100	-1
841	EI101	-1
842	EI102	-1
843	EI103	-1
844	EI104	-1
845	EI105	-1
846	EI106	-1
847	EI108	-1
848	EI110	-1
849	EI112	-1
850	EI114	-1
851	EI116	-1
852	EI118	-1
853	EI120	-1
854	EI122	-1
855	EI124	-1
856	EI150	-1
857	EI152	-1
858	EI154	-1
859	EI156	-1
860	EI158	-1
861	EI160	-1
862	EI162	-1
863	EI164	-1
864	EI166	-1
865	EI200	-1
866	EI202	-1
867	EI204	-1
868	EI207	-1
869	EI209	-1
870	EI210	-1
871	EI212	-1
872	EI214	-1
873	EI216	-1
874	EI218	-1
875	EI219	-1
876	EI220	-1
877	EI221	-1
878	EI222	-1
879	EI223	-1
880	EI224	-1
881	EI225	-1
882	EI226	-1
883	EI227	-1
884	EI228	-1
885	EI229	-1
886	EI230	-1
887	EI231	-1
888	EI232	-1
889	EI233	-1
890	EI234	-1
891	EI235	-1
892	EI236	-1
893	EI238	-1
894	EI240	-1
895	EI242	-1
896	EI244	-1
897	EI246	-1
898	EI248	-1
899	EI250	-1
900	EI258	-1
901	EI260	-1
902	EI262	-1
903	EI264	-1
904	EI266	-1
905	EI268	-1
906	EI270	-1
907	EI272	-1
908	EI274	-1
909	EI276	-1
910	EI278	-1
911	EI280	-1
912	EI282	-1
913	EI284	-1
914	EI286	-1
915	EI288	-1
916	EI290	-1
917	EI292	-1
918	EI294	-1
919	EI300	-1
920	EI301	-1
921	EI302	-1
922	EI303	-1
923	EI304	-1
924	EI305	-1
925	EI306	-1
926	EI308	-1
927	EI310	-1
928	EI312	-1
929	EI313	-1
930	EI314	-1
931	EI315	-1
932	EI316	-1
933	EI317	-1
934	EI318	-1
935	EI319	-1
936	EI320	-1
937	EI321	-1
938	EI322	-1
939	EI323	-1
940	EI324	-1
941	EI325	-1
942	EI326	-1
943	EI327	-1
944	EI328	-1
945	EI330	-1
946	EI332	-1
947	EI334	-1
948	EI400	-1
949	EI401	-1
950	EI402	-1
951	EI404	-1
952	EI406	-1
953	EI407	-1
954	EI408	-1
955	EI409	-1
956	EI410	-1
957	EI411	-1
958	EI412	-1
959	EI413	-1
960	EI416	-1
961	EI50	-1
962	EI500	-1
963	EI501	-1
964	EI502	-1
965	EI503	-1
966	EI504	-1
967	EI506	-1
968	EI509	-1
969	EI51	-1
970	EI511	-1
971	EI513	-1
972	EI515	-1
973	EI517	-1
974	EI519	-1
975	EI52	-1
976	EI521	-1
977	EI525	-1
978	EI527	-1
979	EI529	-1
980	EI53	-1
981	EI533	-1
982	EI535	-1
983	EI537	-1
984	EI539	-1
985	EI54	-1
986	EI541	-1
987	EI543	-1
988	EI545	-1
989	EI547	-1
990	EI549	-1
991	EI55	-1
992	EI551	-1
993	EI553	-1
994	EI56	-1
995	EI600	-1
996	EI602	-1
997	EI604	-1
998	EI606	-1
999	EI614	-1
1000	EI616	-1
1001	EI618	-1
1002	EI620	-1
1003	EI622	-1
1004	EI624	-1
1005	EI626	-1
1006	EI628	-1
1007	EI630	-1
1008	EI632	-1
1009	EI634	-1
1010	EI636	-1
1011	EI638	-1
1012	EI640	-1
1013	EI642	-1
1014	EJ101	-1
1015	EJ103	-1
1016	EJ105	-1
1017	EJ107	-1
1018	EJ111	-1
1019	EJ151	-1
1020	EJ153	-1
1021	EJ155	-1
1022	EJ157	-1
1023	EK101	-1
1024	EK103	-1
1025	EK105	-1
1026	EK107	-1
1027	EK109	-1
1028	EK111	-1
1029	EK150	-1
1030	EK152	-1
1031	EK153	-1
1032	EK154	-1
1033	EK155	-1
1034	EK156	-1
1035	EK157	-1
1036	EK158	-1
1037	EK161	-1
1038	EK200	-1
1039	EK201	-1
1040	EK202	-1
1041	EK203	-1
1042	EK204	-1
1043	EK206	-1
1044	EK208	-1
1045	EK209	-1
1046	EK21	-1
1047	EK223	-1
1048	EK225	-1
1049	EK227	-1
1050	EK229	-1
1051	EK23	-1
1052	EK231	-1
1053	EK25	-1
1054	EK250	-1
1055	EK251	-1
1056	EK252	-1
1057	EK253	-1
1058	EK254	-1
1059	EK256	-1
1060	EK258	-1
1061	EK259	-1
1062	EK261	-1
1063	EK263	-1
1064	EK267	-1
1065	EK269	-1
1066	EK27	-1
1067	EK271	-1
1068	EK273	-1
1069	EK275	-1
1070	EK277	-1
1071	EK279	-1
1072	EK29	-1
1073	EK294	-1
1074	EK296	-1
1075	EK298	-1
1076	EK300	-1
1077	EK302	-1
1078	EK304	-1
1079	EK306	-1
1080	EK308	-1
1081	EK31	-1
1082	EK310	-1
1083	EK312	-1
1084	EK314	-1
1085	EK316	-1
1086	EK318	-1
1087	EK33	-1
1088	EK35	-1
1089	EK37	-1
1090	EK39	-1
1091	EK401	-1
1092	EK403	-1
1093	EK404	-1
1094	EK405	-1
1095	EK406	-1
1096	EK407	-1
1097	EK408	-1
1098	EK409	-1
1099	EK410	-1
1100	EK411	-1
1101	EK412	-1
1102	EK413	-1
1103	EK419	-1
1104	EK420	-1
1105	EK421	-1
1106	EK422	-1
1107	EK428	-1
1108	EK430	-1
1109	EL201	-1
1110	EL203	-1
1111	EL205	-1
1112	EL207	-1
1113	EL211	-1
1114	EL213	-1
1115	EL300	-1
1116	EL302	-1
1117	EL304	-1
1118	EL306	-1
1119	EL308	-1
1120	EL310	-1
1121	EL312	-1
1122	EL314	-1
1123	EL316	-1
1124	EL318	-1
1125	EL320	-1
1126	EL322	-1
1127	EL324	-1
1128	EL326	-1
1129	EN10	-1
1130	EN101	-1
1131	EN103	-1
1132	EN105	-1
1133	EN12	-1
1134	EN150	-1
1135	EN151	-1
1136	EN153	-1
1137	EN155	-1
1138	EN16	-1
1139	EN18	-1
1140	EN2	-1
1141	EN24	-1
1142	EN246	-1
1143	EN248	-1
1144	EN250	-1
1145	EN252	-1
1146	EN253	-1
1147	EN254	-1
1148	EN255	-1
1149	EN256	-1
1150	EN257	-1
1151	EN258	-1
1152	EN259	-1
1153	EN26	-1
1154	EN261	-1
1155	EN274	-1
1156	EN276	-1
1157	EN278	-1
1158	EN28	-1
1159	EN280	-1
1160	EN282	-1
1161	EN284	-1
1162	EN286	-1
1163	EN288	-1
1164	EN290	-1
1165	EN292	-1
1166	EN294	-1
1167	EN296	-1
1168	EN298	-1
1169	EN30	-1
1170	EN300	-1
1171	EN302	-1
1172	EN303	-1
1173	EN304	-1
1174	EN305	-1
1175	EN306	-1
1176	EN307	-1
1177	EN308	-1
1178	EN309	-1
1179	EN310	-1
1180	EN311	-1
1181	EN312	-1
1182	EN313	-1
1183	EN314	-1
1184	EN315	-1
1185	EN316	-1
1186	EN317	-1
1187	EN318	-1
1188	EN319	-1
1189	EN321	-1
1190	EN4	-1
1191	EN401	-1
1192	EN403	-1
1193	EN405	-1
1194	EN407	-1
1195	EN409	-1
1196	EN411	-1
1197	EN413	-1
1198	EN415	-1
1199	EN417	-1
1200	EN419	-1
1201	EN421	-1
1202	EN423	-1
1203	EN500	-1
1204	EN501	-1
1205	EN502	-1
1206	EN503	-1
1207	EN504	-1
1208	EN505	-1
1209	EN506	-1
1210	EN507	-1
1211	EN508	-1
1212	EN509	-1
1213	EN510	-1
1214	EN511	-1
1215	EN512	-1
1216	EN513	-1
1217	EN523	-1
1218	EN525	-1
1219	EN527	-1
1220	EN529	-1
1221	EN533	-1
1222	EN535	-1
1223	EN6	-1
1224	EN60	-1
1225	EN600	-1
1226	EN606	-1
1227	EN608	-1
1228	EN610	-1
1229	EN612	-1
1230	EN614	-1
1231	EN616	-1
1232	EN618	-1
1233	EN62	-1
1234	EN620	-1
1235	EN64	-1
1236	EN650	-1
1237	EN651	-1
1238	EN652	-1
1239	EN653	-1
1240	EN654	-1
1241	EN655	-1
1242	EN656	-1
1243	EN657	-1
1244	EN658	-1
1245	EN660	-1
1246	EN661	-1
1247	EN662	-1
1248	EN663	-1
1249	EN664	-1
1250	EN666	-1
1251	EN668	-1
1252	EN700	-1
1253	EN701	-1
1254	EN702	-1
1255	EN703	-1
1256	EN704	-1
1257	EN705	-1
1258	EN706	-1
1259	EN707	-1
1260	EN708	-1
1261	EN709	-1
1262	EN710	-1
1263	EN712	-1
1264	EN713	-1
1265	EN714	-1
1266	EN715	-1
1267	EN716	-1
1268	EN718	-1
1269	EN720	-1
1270	EN722	-1
1271	EN723	-1
1272	EN724	-1
1273	EN725	-1
1274	EN726	-1
1275	EN727	-1
1276	EN728	-1
1277	EN729	-1
1278	EN730	-1
1279	EN732	-1
1280	EN734	-1
1281	EN750	-1
1282	EN752	-1
1283	EN754	-1
1284	EN756	-1
1285	EN758	-1
1286	EN8	-1
1287	EO200	-1
1288	EO202	-1
1289	EP04	-1
1290	EP1	-1
1291	EP10	-1
1292	EP101	-1
1293	EP103	-1
1294	EP105	-1
1295	EP106	-1
1296	EP107	-1
1297	EP108	-1
1298	EP109	-1
1299	EP11	-1
1300	EP110	-1
1301	EP111	-1
1302	EP12	-1
1303	EP153	-1
1304	EP155	-1
1305	EP157	-1
1306	EP159	-1
1307	EP161	-1
1308	EP200	-1
1309	EP201	-1
1310	EP202	-1
1311	EP203	-1
1312	EP204	-1
1313	EP205	-1
1314	EP206	-1
1315	EP207	-1
1316	EP208	-1
1317	EP210	-1
1318	EP212	-1
1319	EP214	-1
1320	EP216	-1
1321	EP218	-1
1322	EP220	-1
1323	EP247	-1
1324	EP249	-1
1325	EP25	-1
1326	EP251	-1
1327	EP253	-1
1328	EP27	-1
1329	EP29	-1
1330	EP3	-1
1331	EP301	-1
1332	EP302	-1
1333	EP303	-1
1334	EP304	-1
1335	EP305	-1
1336	EP306	-1
1337	EP307	-1
1338	EP308	-1
1339	EP309	-1
1340	EP31	-1
1341	EP310	-1
1342	EP312	-1
1343	EP314	-1
1344	EP316	-1
1345	EP317	-1
1346	EP319	-1
1347	EP32	-1
1348	EP321	-1
1349	EP323	-1
1350	EP325	-1
1351	EP327	-1
1352	EP33	-1
1353	EP34	-1
1354	EP341	-1
1355	EP343	-1
1356	EP35	-1
1357	EP350	-1
1358	EP351	-1
1359	EP352	-1
1360	EP353	-1
1361	EP354	-1
1362	EP355	-1
1363	EP357	-1
1364	EP359	-1
1365	EP36	-1
1366	EP360	-1
1367	EP362	-1
1368	EP364	-1
1369	EP366	-1
1370	EP368	-1
1371	EP37	-1
1372	EP38	-1
1373	EP39	-1
1374	EP4	-1
1375	EP40	-1
1376	EP400	-1
1377	EP402	-1
1378	EP404	-1
1379	EP406	-1
1380	EP41	-1
1381	EP42	-1
1382	EP43	-1
1383	EP44	-1
1384	EP45	-1
1385	EP450	-1
1386	EP452	-1
1387	EP454	-1
1388	EP46	-1
1389	EP47	-1
1390	EP48	-1
1391	EP49	-1
1392	EP5	-1
1393	EP500	-1
1394	EP501	-1
1395	EP502	-1
1396	EP503	-1
1397	EP505	-1
1398	EP507	-1
1399	EP51	-1
1400	EP53	-1
1401	EP54	-1
1402	EP55	-1
1403	EP550	-1
1404	EP552	-1
1405	EP554	-1
1406	EP56	-1
1407	EP57	-1
1408	EP58	-1
1409	EP59	-1
1410	EP6	-1
1411	EP601	-1
1412	EP603	-1
1413	EP605	-1
1414	EP607	-1
1415	EP609	-1
1416	EP61	-1
1417	EP611	-1
1418	EP613	-1
1419	EP615	-1
1420	EP63	-1
1421	EP65	-1
1422	EP650	-1
1423	EP651	-1
1424	EP652	-1
1425	EP653	-1
1426	EP654	-1
1427	EP655	-1
1428	EP656	-1
1429	EP657	-1
1430	EP658	-1
1431	EP660	-1
1432	EP662	-1
1433	EP664	-1
1434	EP665	-1
1435	EP667	-1
1436	EP669	-1
1437	EP67	-1
1438	EP671	-1
1439	EP673	-1
1440	EP684	-1
1441	EP686	-1
1442	EP69	-1
1443	EP694	-1
1444	EP7	-1
1445	EP8	-1
1446	EP9	-1
1447	EQ100	-1
1448	EQ102	-1
1449	EQ104	-1
1450	EQ106	-1
1451	EQ108	-1
1452	EQ700	-1
1453	EQ702	-1
1454	EQ704	-1
1455	EQ706	-1
1456	ER1	-1
1457	ER10	-1
1458	ER100	-1
1459	ER102	-1
1460	ER108	-1
1461	ER11	-1
1462	ER110	-1
1463	ER112	-1
1464	ER12	-1
1465	ER13	-1
1466	ER14	-1
1467	ER152	-1
1468	ER2	-1
1469	ER200	-1
1470	ER201	-1
1471	ER202	-1
1472	ER203	-1
1473	ER204	-1
1474	ER205	-1
1475	ER207	-1
1476	ER209	-1
1477	ER211	-1
1478	ER250	-1
1479	ER251	-1
1480	ER252	-1
1481	ER253	-1
1482	ER255	-1
1483	ER257	-1
1484	ER259	-1
1485	ER26	-1
1486	ER27	-1
1487	ER28	-1
1488	ER29	-1
1489	ER3	-1
1490	ER30	-1
1491	ER300	-1
1492	ER301	-1
1493	ER302	-1
1494	ER303	-1
1495	ER305	-1
1496	ER307	-1
1497	ER309	-1
1498	ER31	-1
1499	ER310	-1
1500	ER311	-1
1501	ER312	-1
1502	ER313	-1
1503	ER314	-1
1504	ER316	-1
1505	ER318	-1
1506	ER32	-1
1507	ER320	-1
1508	ER322	-1
1509	ER350	-1
1510	ER351	-1
1511	ER352	-1
1512	ER353	-1
1513	ER355	-1
1514	ER357	-1
1515	ER359	-1
1516	ER360	-1
1517	ER361	-1
1518	ER362	-1
1519	ER363	-1
1520	ER364	-1
1521	ER365	-1
1522	ER366	-1
1523	ER367	-1
1524	ER369	-1
1525	ER37	-1
1526	ER370	-1
1527	ER372	-1
1528	ER39	-1
1529	ER4	-1
1530	ER400	-1
1531	ER401	-1
1532	ER402	-1
1533	ER403	-1
1534	ER404	-1
1535	ER405	-1
1536	ER406	-1
1537	ER407	-1
1538	ER409	-1
1539	ER41	-1
1540	ER411	-1
1541	ER43	-1
1542	ER450	-1
1543	ER452	-1
1544	ER454	-1
1545	ER456	-1
1546	ER458	-1
1547	ER50	-1
1548	ER500	-1
1549	ER502	-1
1550	ER504	-1
1551	ER506	-1
1552	ER508	-1
1553	ER510	-1
1554	ER512	-1
1555	ER514	-1
1556	ER516	-1
1557	ER518	-1
1558	ER52	-1
